,Title,Wage min,Wage max,Currency,Link,Source
405,Data Analyst,0,0,0,https://nn.hh.ru/vacancy/76343412?from=vacancy_search_list&query=Data,hh
406,NoSQL DBA,0,0,0,https://nn.hh.ru/vacancy/76906074?from=vacancy_search_list&query=Data,hh
407,QA engineer (manual),50000,100000,руб.,https://nn.hh.ru/vacancy/76911855?from=vacancy_search_list&query=Data,hh
408,Data Engineer (СберСпасибо),0,0,0,https://nn.hh.ru/vacancy/75625822?from=vacancy_search_list&query=Data,hh
409,Data Partner,0,0,0,https://nn.hh.ru/vacancy/74254038?from=vacancy_search_list&query=Data,hh
410,TechLead Research Engineer (NLP/Speech),300000,400000,руб.,https://nn.hh.ru/vacancy/54372020?from=vacancy_search_list&query=Data,hh
411,Data engeneer,0,0,0,https://nn.hh.ru/vacancy/76418873?from=vacancy_search_list&query=Data,hh
412,Data engineer (ДИР),0,0,0,https://nn.hh.ru/vacancy/72220912?from=vacancy_search_list&query=Data,hh
413,Data scientist/Analyst (Middle+/Senior) - Руководитель отдела аналитики,250000,400000,руб.,https://nn.hh.ru/vacancy/73139848?from=vacancy_search_list&query=Data,hh
414,Архитектор/Разработчик ETL,0,0,0,https://nn.hh.ru/vacancy/76148703?from=vacancy_search_list&query=Data,hh
415,Junior Data аналитик (Департамент противодействия мошенничеству),0,0,0,https://nn.hh.ru/vacancy/76272398?from=vacancy_search_list&query=Data,hh
416,Intern Forensic,0,0,0,https://nn.hh.ru/vacancy/75802275?from=vacancy_search_list&query=Data,hh
417,Senior/Lead Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76779261?from=vacancy_search_list&query=Data,hh
418,Data Engineer (Spark developer),0,0,0,https://nn.hh.ru/vacancy/76824512?from=vacancy_search_list&query=Data,hh
419,Data-аналитик,0,0,0,https://nn.hh.ru/vacancy/76564608?from=vacancy_search_list&query=Data,hh
420,Data Scientist,0,0,0,https://nn.hh.ru/vacancy/70243733?from=vacancy_search_list&query=Data,hh
421,Assistant Professor - Software Development and Engineering (eng),0,0,0,https://nn.hh.ru/vacancy/73329821?from=vacancy_search_list&query=Data,hh
422,Middle Data Scientist,0,0,0,https://nn.hh.ru/vacancy/76379602?from=vacancy_search_list&query=Data,hh
423,Data Analyst (Customer Experience Analytics Team),0,0,0,https://nn.hh.ru/vacancy/76659438?from=vacancy_search_list&query=Data,hh
424,"Автор-лектор курса ""Введение в Deep Learning""",0,0,0,https://nn.hh.ru/vacancy/76906679?from=vacancy_search_list&query=Data,hh
425,Assistant Professor - Software Development and Engineering (eng),0,0,0,https://nn.hh.ru/vacancy/73329877?from=vacancy_search_list&query=Data,hh
426,"Data Scientist (NLP, NER)",0,0,0,https://nn.hh.ru/vacancy/73382266?from=vacancy_search_list&query=Data,hh
427,Data Scientist ( Аналитик данных ),0,0,0,https://nn.hh.ru/vacancy/76537732?from=vacancy_search_list&query=Data,hh
428,Data Аналитик (Middle),0,200000,руб.,https://nn.hh.ru/vacancy/76226891?from=vacancy_search_list&query=Data,hh
429,VoC Business Analyst (Customer Experience Analytics Team),3000,0,USD,https://nn.hh.ru/vacancy/76697525?from=vacancy_search_list&query=Data,hh
430,Рекрутер / Старший рекрутер,0,0,0,https://nn.hh.ru/vacancy/76905758?from=vacancy_search_list&query=Data,hh
431,Data Governance Analyst,0,0,0,https://nn.hh.ru/vacancy/76560618?from=vacancy_search_list&query=Data,hh
432,Продуктовый аналитик,0,0,0,https://nn.hh.ru/vacancy/76870591?from=vacancy_search_list&query=Data,hh
433,Продуктовый аналитик,0,0,0,https://nn.hh.ru/vacancy/76712217?from=vacancy_search_list&query=Data,hh
434,Middle Data Scientist / ML Engineer (Time series),0,0,0,https://nn.hh.ru/vacancy/76628486?from=vacancy_search_list&query=Data,hh
435,Старший дата-инженер / Senior Data Engineer,270000,0,руб.,https://nn.hh.ru/vacancy/72161518?from=vacancy_search_list&query=Data,hh
436,Data Steward Intern,0,3800,USD,https://nn.hh.ru/vacancy/76289755?from=vacancy_search_list&query=Data,hh
437,Data Engineer,0,0,0,https://nn.hh.ru/vacancy/72234465?from=vacancy_search_list&query=Data,hh
438,Data Steward Intern,0,3800,USD,https://nn.hh.ru/vacancy/76289753?from=vacancy_search_list&query=Data,hh
439,Младший бизнес-аналитик,0,0,0,https://nn.hh.ru/vacancy/76846407?from=vacancy_search_list&query=Data,hh
440,VoC Business Analyst (Customer Experience Analytics Team),3000,0,USD,https://nn.hh.ru/vacancy/76697541?from=vacancy_search_list&query=Data,hh
441,Credit & Reporting Specialist,0,0,0,https://nn.hh.ru/vacancy/76925591?from=vacancy_search_list&query=Data,hh
442,Data Analyst (PSP Department),0,0,0,https://nn.hh.ru/vacancy/76441430?from=vacancy_search_list&query=Data,hh
443,Разработчик PL/SQL,0,0,0,https://nn.hh.ru/vacancy/76795275?from=vacancy_search_list&query=Data,hh
444,Middle Data Scientist (Северсталь Диджитал),0,0,0,https://nn.hh.ru/vacancy/75932115?from=vacancy_search_list&query=Data,hh
445,Data Engineer (Аудиторные технологии),0,0,0,https://nn.hh.ru/vacancy/75525561?from=vacancy_search_list&query=Data,hh
446,Руководитель направления по анализу данных/pre-Chief Data Officer,0,0,0,https://nn.hh.ru/vacancy/75624204?from=vacancy_search_list&query=Data,hh
447,Руководитель направления Искусственного Интеллекта (Data Science),0,0,0,https://nn.hh.ru/vacancy/76588787?from=vacancy_search_list&query=Data,hh
448,Data Analyst,0,0,0,https://nn.hh.ru/vacancy/76391927?from=vacancy_search_list&query=Data,hh
449,Project administrator,60000,0,руб.,https://nn.hh.ru/vacancy/77004328?from=vacancy_search_list&query=Data,hh
450,Data engineer,0,0,0,https://nn.hh.ru/vacancy/73861931?from=vacancy_search_list&query=Data,hh
451,Дата–партнер (Data Partner),0,0,0,https://nn.hh.ru/vacancy/76536493?from=vacancy_search_list&query=Data,hh
452,Junior developer/data engineer BI,60000,80000,руб.,https://nn.hh.ru/vacancy/76521164?from=vacancy_search_list&query=Data,hh
453,Head of Data Science,0,0,0,https://nn.hh.ru/vacancy/76270734?from=vacancy_search_list&query=Data,hh
454,Data engineer (middle+),0,0,0,https://nn.hh.ru/vacancy/75634437?from=vacancy_search_list&query=Data,hh
455,Data Scientist,0,0,0,https://nn.hh.ru/vacancy/76047561?from=vacancy_search_list&query=Data,hh
456,Lead Data Scientist,0,0,0,https://nn.hh.ru/vacancy/76403695?from=vacancy_search_list&query=Data,hh
457,Аналитик BI (отчетность DWH),0,0,0,https://nn.hh.ru/vacancy/72357876?from=vacancy_search_list&query=Data,hh
458,Data Analyst (Partner`s sales),150000,0,руб.,https://nn.hh.ru/vacancy/76217954?from=vacancy_search_list&query=Data,hh
459,Data Scientist,0,0,0,https://nn.hh.ru/vacancy/73989501?from=vacancy_search_list&query=Data,hh
460,Junior Marketing Specialist (Trade Marketing),0,0,0,https://nn.hh.ru/vacancy/76925444?from=vacancy_search_list&query=Data,hh
461,Business Analyst,0,0,0,https://nn.hh.ru/vacancy/76534432?from=vacancy_search_list&query=Data,hh
462,Data Analyst,0,0,0,https://nn.hh.ru/vacancy/76323494?from=vacancy_search_list&query=Data,hh
463,Media Insights analyst / Специалист по анализу данных о потребителе в медиа,0,0,0,https://nn.hh.ru/vacancy/76507412?from=vacancy_search_list&query=Data,hh
464,Data Engineer (ETL),0,0,0,https://nn.hh.ru/vacancy/76710607?from=vacancy_search_list&query=Data,hh
465,Quantitative researcher,5000,7000,USD,https://nn.hh.ru/vacancy/76567518?from=vacancy_search_list&query=Data,hh
466,Data Engineer,0,0,0,https://nn.hh.ru/vacancy/73351033?from=vacancy_search_list&query=Data,hh
467,Руководитель отдела системного администрирования,0,0,0,https://nn.hh.ru/vacancy/76007426?from=vacancy_search_list&query=Data,hh
468,Senior Data Scientist (в Германию),0,0,0,https://nn.hh.ru/vacancy/76661203?from=vacancy_search_list&query=Data,hh
469,Продуктовый аналитик/Data scientist,0,0,0,https://nn.hh.ru/vacancy/75911868?from=vacancy_search_list&query=Data,hh
470,Data Scientist NLP,0,0,0,https://nn.hh.ru/vacancy/76092704?from=vacancy_search_list&query=Data,hh
471,Программист Python (Junior),30000,0,руб.,https://nn.hh.ru/vacancy/76771861?from=vacancy_search_list&query=Data,hh
472,DS/ML engineer,0,0,0,https://nn.hh.ru/vacancy/76667638?from=vacancy_search_list&query=Data,hh
473,TechLead Research Engineer (NLP/Speech),300000,400000,руб.,https://nn.hh.ru/vacancy/54372019?from=vacancy_search_list&query=Data,hh
474,Аналитик Big Data,0,0,0,https://nn.hh.ru/vacancy/76289531?from=vacancy_search_list&query=Data,hh
475,Lead Data Scientist (Руководитель отдела моделирования и анализа больших данных),0,0,0,https://nn.hh.ru/vacancy/75284249?from=vacancy_search_list&query=Data,hh
476,Middle Data аналитик (Middle Data Analyst),0,0,0,https://nn.hh.ru/vacancy/76367838?from=vacancy_search_list&query=Data,hh
477,Data Analyst,0,0,0,https://nn.hh.ru/vacancy/76205614?from=vacancy_search_list&query=Data,hh
478,Intern in IT Risk,0,0,0,https://nn.hh.ru/vacancy/72173838?from=vacancy_search_list&query=Data,hh
479,Insights & Analytics Specialist,0,0,0,https://nn.hh.ru/vacancy/76765711?from=vacancy_search_list&query=Data,hh
480,Billing & Administrative Specialist,0,0,0,https://nn.hh.ru/vacancy/76908571?from=vacancy_search_list&query=Data,hh
481,HR Business partner,0,0,0,https://nn.hh.ru/vacancy/76416514?from=vacancy_search_list&query=Data,hh
482,Data Scientist (Senior),0,0,0,https://nn.hh.ru/vacancy/72821352?from=vacancy_search_list&query=Data,hh
483,ML Team Lead на продукт MTS Travel (Big Data),0,0,0,https://nn.hh.ru/vacancy/76420732?from=vacancy_search_list&query=Data,hh
484,Data Engineer/ETL Developer,0,0,0,https://nn.hh.ru/vacancy/76750204?from=vacancy_search_list&query=Data,hh
485,"Автор-лектор курса ""Введение в PyTorch""",0,0,0,https://nn.hh.ru/vacancy/76907082?from=vacancy_search_list&query=Data,hh
486,Дата-инженер,0,0,0,https://nn.hh.ru/vacancy/68045110?from=vacancy_search_list&query=Data,hh
487,Аналитик - Разработчик Data Science,0,0,0,https://nn.hh.ru/vacancy/74059409?from=vacancy_search_list&query=Data,hh
488,Специалист по данным / Data Engineer,70000,0,руб.,https://nn.hh.ru/vacancy/73061294?from=vacancy_search_list&query=Data,hh
489,Senior Data Engineer [CJ Monitoring & Discovery],0,0,0,https://nn.hh.ru/vacancy/76605571?from=vacancy_search_list&query=Data,hh
490,Big data Platform Director / Директор платформы больших данных,0,0,0,https://nn.hh.ru/vacancy/70393531?from=vacancy_search_list&query=Data,hh
491,Бизнес-аналитик в отчетность DWH,0,0,0,https://nn.hh.ru/vacancy/69199025?from=vacancy_search_list&query=Data,hh
492,Junior Brand Manager,0,0,0,https://nn.hh.ru/vacancy/76857514?from=vacancy_search_list&query=Data,hh
493,"Junior IFRS Specialist, Finance Department",0,0,0,https://nn.hh.ru/vacancy/76903347?from=vacancy_search_list&query=Data,hh
494,Маркетинговый аналитик,0,0,0,https://nn.hh.ru/vacancy/75551222?from=vacancy_search_list&query=Data,hh
495,Data архитектор,0,0,0,https://nn.hh.ru/vacancy/76528310?from=vacancy_search_list&query=Data,hh
496,"Data scientist (проект ""Антиспам"")",0,0,0,https://nn.hh.ru/vacancy/69774675?from=vacancy_search_list&query=Data,hh
497,Архитектор данных,0,0,0,https://nn.hh.ru/vacancy/76694424?from=vacancy_search_list&query=Data,hh
498,Product Researcher / Finance Analyst,1000,1300,USD,https://nn.hh.ru/vacancy/76756504?from=vacancy_search_list&query=Data,hh
499,Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76128187?from=vacancy_search_list&query=Data,hh
500,Продуктовый аналитик (B2B RTE),0,0,0,https://nn.hh.ru/vacancy/71909816?from=vacancy_search_list&query=Data,hh
501,Инженер направления Big Data,0,0,0,https://nn.hh.ru/vacancy/69421371?from=vacancy_search_list&query=Data,hh
502,Аналитик финансовых рынков,0,0,0,https://nn.hh.ru/vacancy/76595346?from=vacancy_search_list&query=Data,hh
503,BI Automatisation Manager,200000,300000,руб.,https://nn.hh.ru/vacancy/76615664?from=vacancy_search_list&query=Data,hh
504,Intern in IT Risk,0,0,0,https://nn.hh.ru/vacancy/72173837?from=vacancy_search_list&query=Data,hh
505,Аналитик BI (отчетность DWH),0,0,0,https://nn.hh.ru/vacancy/72282178?from=vacancy_search_list&query=Data,hh
506,Data-инженер,0,0,0,https://nn.hh.ru/vacancy/71766910?from=vacancy_search_list&query=Data,hh
507,Аналитик DWH,0,0,0,https://nn.hh.ru/vacancy/76552936?from=vacancy_search_list&query=Data,hh
508,TeamLead Data Analyst в Отдел контентной аналитики,0,0,0,https://nn.hh.ru/vacancy/73345027?from=vacancy_search_list&query=Data,hh
509,Аналитик/ Data engineer хранилища данных,0,0,0,https://nn.hh.ru/vacancy/76498792?from=vacancy_search_list&query=Data,hh
510,Data Engineer,0,0,0,https://nn.hh.ru/vacancy/75521292?from=vacancy_search_list&query=Data,hh
511,Data Engineer (Team Lead),200000,0,руб.,https://nn.hh.ru/vacancy/73225028?from=vacancy_search_list&query=Data,hh
512,Data Analyst | Lead data analyst [CJ Monitoring & Discovery],0,0,0,https://nn.hh.ru/vacancy/76509317?from=vacancy_search_list&query=Data,hh
513,Lead Data Analyst (Ташкент),0,0,0,https://nn.hh.ru/vacancy/76269193?from=vacancy_search_list&query=Data,hh
514,Bioinformatician - Kassandra (Yerevan),0,0,0,https://nn.hh.ru/vacancy/76608441?from=vacancy_search_list&query=Data,hh
515,Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76442309?from=vacancy_search_list&query=Data,hh
516,Associate to Audit (Almaty),0,0,0,https://nn.hh.ru/vacancy/76743994?from=vacancy_search_list&query=Data,hh
517,"Data Scientist на проект ""Синтез речи"" (remote)",0,0,0,https://nn.hh.ru/vacancy/76391976?from=vacancy_search_list&query=Data,hh
518,Дата инженер (Data engineer) Управление модельных рисков и валидации,0,0,0,https://nn.hh.ru/vacancy/70506992?from=vacancy_search_list&query=Data,hh
519,Senior Python developer (MLOps),3500,0,EUR,https://nn.hh.ru/vacancy/72709055?from=vacancy_search_list&query=Data,hh
520,Data Scientist ML/DL,0,0,0,https://nn.hh.ru/vacancy/72236599?from=vacancy_search_list&query=Data,hh
521,Ассистент руководителя,3000000,6000000,сум,https://nn.hh.ru/vacancy/76585487?from=vacancy_search_list&query=Data,hh
522,Team lead Data Scientist,0,0,0,https://nn.hh.ru/vacancy/76092074?from=vacancy_search_list&query=Data,hh
523,Senior Data Scientist (WAF),0,0,0,https://nn.hh.ru/vacancy/74252170?from=vacancy_search_list&query=Data,hh
524,Data scientist (исследователь) с релокацией,0,0,0,https://nn.hh.ru/vacancy/76339890?from=vacancy_search_list&query=Data,hh
525,Разработчик витрин данных,0,0,0,https://nn.hh.ru/vacancy/73118253?from=vacancy_search_list&query=Data,hh
526,Lead/Senior Data scientist,0,0,0,https://nn.hh.ru/vacancy/76587872?from=vacancy_search_list&query=Data,hh
527,Senior Data Scientist (WAF),0,0,0,https://nn.hh.ru/vacancy/74252171?from=vacancy_search_list&query=Data,hh
528,Стажер центра поддержки сотрудников,0,0,0,https://nn.hh.ru/vacancy/75510810?from=vacancy_search_list&query=Data,hh
529,Разметчик данных для машинного обучения,4000,20000,руб.,https://nn.hh.ru/vacancy/76115918?from=vacancy_search_list&query=Data,hh
530,Системный аналитик Big Data,0,0,0,https://nn.hh.ru/vacancy/73867373?from=vacancy_search_list&query=Data,hh
531,Аналитик данных,11200000,0,сум,https://nn.hh.ru/vacancy/74272043?from=vacancy_search_list&query=Data,hh
532,"Accounting & External Reporting Analyst, Indirect Tax",0,0,0,https://nn.hh.ru/vacancy/76770076?from=vacancy_search_list&query=Data,hh
533,Аналитик по работе с большими данными,0,0,0,https://nn.hh.ru/vacancy/76376195?from=vacancy_search_list&query=Data,hh
534,"Intern – Executive, Fixed Assets and Real Estate, Deal Advisory",0,0,0,https://nn.hh.ru/vacancy/75802280?from=vacancy_search_list&query=Data,hh
535,Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76220830?from=vacancy_search_list&query=Data,hh
536,Middle/Senior Data Scientist в направление Рекомендательной платформы (Big Data),0,0,0,https://nn.hh.ru/vacancy/76384250?from=vacancy_search_list&query=Data,hh
537,"Consultant / Intern (Forensic practice, Consulting)",0,0,0,https://nn.hh.ru/vacancy/76425476?from=vacancy_search_list&query=Data,hh
538,Assistant Professor - Software Development and Engineering (eng),0,0,0,https://nn.hh.ru/vacancy/73329752?from=vacancy_search_list&query=Data,hh
539,Middle/Senior Data Engineer (SberDevices),0,0,0,https://nn.hh.ru/vacancy/74267349?from=vacancy_search_list&query=Data,hh
540,Data analyst,0,0,0,https://nn.hh.ru/vacancy/74079808?from=vacancy_search_list&query=Data,hh
541,Аналитик данных,0,0,0,https://nn.hh.ru/vacancy/76350146?from=vacancy_search_list&query=Data,hh
542,Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76074381?from=vacancy_search_list&query=Data,hh
543,"Data Analyst (ad hoc, BI, PowerPoint)",0,0,0,https://nn.hh.ru/vacancy/76116562?from=vacancy_search_list&query=Data,hh
544,Ведущий аналитик (качество данных\Data quality),0,0,0,https://nn.hh.ru/vacancy/72750262?from=vacancy_search_list&query=Data,hh
545,"Machine learning engineer (проект ""Группы"")",0,0,0,https://nn.hh.ru/vacancy/68447647?from=vacancy_search_list&query=Data,hh
546,Data Engineer (команда ленты и рекомендаций),0,0,0,https://nn.hh.ru/vacancy/76349576?from=vacancy_search_list&query=Data,hh
547,Data engineer,0,0,0,https://nn.hh.ru/vacancy/70535270?from=vacancy_search_list&query=Data,hh
548,Content moderator (with knowledge of Kazakh and English),0,2700,GEL,https://nn.hh.ru/vacancy/76608472?from=vacancy_search_list&query=Data,hh
549,"Аналитик данных (data analyst) - CRM, CDP платформа",0,0,0,https://nn.hh.ru/vacancy/74089887?from=vacancy_search_list&query=Data,hh
550,Стажер отдела базы данных,0,20000,руб.,https://nn.hh.ru/vacancy/76464592?from=vacancy_search_list&query=Data,hh
551,Data Engineer (команда ленты и рекомендаций),0,0,0,https://nn.hh.ru/vacancy/76349577?from=vacancy_search_list&query=Data,hh
552,Power BI Analyst,0,0,0,https://nn.hh.ru/vacancy/76258247?from=vacancy_search_list&query=Data,hh
553,Владелец продукта «данные» (Data product owner),0,0,0,https://nn.hh.ru/vacancy/76095839?from=vacancy_search_list&query=Data,hh
554,Machine Learning Engineer (Рекламные технологии),0,0,0,https://nn.hh.ru/vacancy/76478190?from=vacancy_search_list&query=Data,hh
555,Аналитик данных,0,0,0,https://nn.hh.ru/vacancy/76240797?from=vacancy_search_list&query=Data,hh
556,Data engineer (Рекламная платформа),0,0,0,https://nn.hh.ru/vacancy/75524885?from=vacancy_search_list&query=Data,hh
557,Python разработчик / Отдел анализа и экспертизы,0,0,0,https://nn.hh.ru/vacancy/73758872?from=vacancy_search_list&query=Data,hh
558,Data Engineer (Кампании продаж),0,0,0,https://nn.hh.ru/vacancy/76242757?from=vacancy_search_list&query=Data,hh
559,Junior Business Development Specialist at Bravo Studio,0,0,0,https://nn.hh.ru/vacancy/76785053?from=vacancy_search_list&query=Data,hh
560,Senior Data Scientist (remote),0,0,0,https://nn.hh.ru/vacancy/74141902?from=vacancy_search_list&query=Data,hh
561,Data Engineer (Hadoop),0,0,0,https://nn.hh.ru/vacancy/76395333?from=vacancy_search_list&query=Data,hh
562,Senior data analyst (Team lead),0,0,0,https://nn.hh.ru/vacancy/76292311?from=vacancy_search_list&query=Data,hh
563,Junior Системный аналитик,0,0,0,https://nn.hh.ru/vacancy/76520838?from=vacancy_search_list&query=Data,hh
564,Project Manager / Менеджер проектов,1500,2000,USD,https://nn.hh.ru/vacancy/76708422?from=vacancy_search_list&query=Data,hh
565,IT Project Manager,0,0,0,https://nn.hh.ru/vacancy/76775671?from=vacancy_search_list&query=Data,hh
566,Business Development Manager (MENA),0,0,0,https://nn.hh.ru/vacancy/74181165?from=vacancy_search_list&query=Data,hh
567,Web-разработчик,0,0,0,https://nn.hh.ru/vacancy/76554631?from=vacancy_search_list&query=Data,hh
568,Бизнес-аналитик отдела управления качеством сервиса,0,0,0,https://nn.hh.ru/vacancy/76201661?from=vacancy_search_list&query=Data,hh
569,Content Manager (India),0,0,0,https://nn.hh.ru/vacancy/75897897?from=vacancy_search_list&query=Data,hh
570,"Data инженер (Подольск, МО)",0,0,0,https://nn.hh.ru/vacancy/76235345?from=vacancy_search_list&query=Data,hh
571,"Руководитель направления ""Прогнозирование"" (Data Science Team Lead)",0,0,0,https://nn.hh.ru/vacancy/73589242?from=vacancy_search_list&query=Data,hh
572,Руководитель отдела аналитики,0,0,0,https://nn.hh.ru/vacancy/76477316?from=vacancy_search_list&query=Data,hh
573,Data Engineer,0,0,0,https://nn.hh.ru/vacancy/71904116?from=vacancy_search_list&query=Data,hh
574,Data Engineer/Support Engineer,0,0,0,https://nn.hh.ru/vacancy/76544902?from=vacancy_search_list&query=Data,hh
575,Junior Marketing Specialist (Trade Marketing),0,0,0,https://nn.hh.ru/vacancy/76709715?from=vacancy_search_list&query=Data,hh
576,Senior Data Engineer/Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76094555?from=vacancy_search_list&query=Data,hh
577,Product manager,0,200000,руб.,https://nn.hh.ru/vacancy/75875405?from=vacancy_search_list&query=Data,hh
578,Content moderator (with knowledge of Kazakh and English),0,2700,GEL,https://nn.hh.ru/vacancy/76608479?from=vacancy_search_list&query=Data,hh
579,Data scientist middle,0,0,0,https://nn.hh.ru/vacancy/76225494?from=vacancy_search_list&query=Data,hh
580,Бизнес - аналитик,0,0,0,https://nn.hh.ru/vacancy/75664088?from=vacancy_search_list&query=Data,hh
581,Middle Data Scientist (Скоринги Партнерств и ПБД),0,0,0,https://nn.hh.ru/vacancy/76281676?from=vacancy_search_list&query=Data,hh
582,Senior Data Scientist,0,0,0,https://nn.hh.ru/vacancy/76165505?from=vacancy_search_list&query=Data,hh
583,Аналитик (аналитическая отчетность),0,0,0,https://nn.hh.ru/vacancy/76449041?from=vacancy_search_list&query=Data,hh
584,Power BI Developer,0,0,0,https://nn.hh.ru/vacancy/74928645?from=vacancy_search_list&query=Data,hh
585,Client Excellence Manager (Remote),0,0,0,https://nn.hh.ru/vacancy/76611278?from=vacancy_search_list&query=Data,hh
586,DWH-разработчик,250000,0,руб.,https://nn.hh.ru/vacancy/76377171?from=vacancy_search_list&query=Data,hh
587,Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76064896?from=vacancy_search_list&query=Data,hh
588,Middle Data Scientist в Sber AI LAB,0,0,0,https://nn.hh.ru/vacancy/76214534?from=vacancy_search_list&query=Data,hh
589,Middle/Senior Data Analyst в команду AI SmartCare,0,0,0,https://nn.hh.ru/vacancy/76238683?from=vacancy_search_list&query=Data,hh
590,Аналитик на Power BI (удаленно),0,0,0,https://nn.hh.ru/vacancy/76507052?from=vacancy_search_list&query=Data,hh
591,Data scientist (Управление рисками корпоративных клиентов),0,0,0,https://nn.hh.ru/vacancy/76328543?from=vacancy_search_list&query=Data,hh
592,Младший веб аналитик,60000,100000,руб.,https://nn.hh.ru/vacancy/76147239?from=vacancy_search_list&query=Data,hh
593,Senior Data Engineer/Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76094586?from=vacancy_search_list&query=Data,hh
594,Middle Python Developer,1500,2500,USD,https://nn.hh.ru/vacancy/76574398?from=vacancy_search_list&query=Data,hh
595,IT-аналитик на платформе Greendata,100000,160000,руб.,https://nn.hh.ru/vacancy/76155057?from=vacancy_search_list&query=Data,hh
596,Content moderator (with knowledge of Kazakh and English),0,2700,GEL,https://nn.hh.ru/vacancy/76608474?from=vacancy_search_list&query=Data,hh
597,Content moderator (with knowledge of Kazakh and English),0,2700,GEL,https://nn.hh.ru/vacancy/76608478?from=vacancy_search_list&query=Data,hh
598,Middle Системный аналитик в МТС FIX (Big Data),0,0,0,https://nn.hh.ru/vacancy/76438357?from=vacancy_search_list&query=Data,hh
599,Senior ML engineer,0,0,0,https://nn.hh.ru/vacancy/76461031?from=vacancy_search_list&query=Data,hh
600,Manager of the Office of the Registrar (IT),0,0,0,https://nn.hh.ru/vacancy/74910578?from=vacancy_search_list&query=Data,hh
601,Программист Python,0,1100000,KZT,https://nn.hh.ru/vacancy/76090819?from=vacancy_search_list&query=Data,hh
602,Аналитик отдела ценообразования,0,0,0,https://nn.hh.ru/vacancy/76467937?from=vacancy_search_list&query=Data,hh
